fdid,fire_dept_name,hq_addr1,hq_addr2,hq_city,hq_state,hq_zip,mail_addr1,mail_addr2,mail_po_box,mail_city,mail_state,mail_zip,hq_phone,hq_fax,county,dept_type,org_type,website,no_of_stations,active_firefighters_career,active_firefighters_volunteer,active_firefighters_paid_per_call,nonfirefighting_civilian,nonfirefighting_volunteer,primary_agency_for_em
"19012","Indialantic Fire Rescue","216 4TH AVE","","Indialantic","FL","32903-3114","216 4TH AVE","","","Indialantic","FL","32903-3114","321-723-0366","321-984-3867","BREVARD                  ","Mostly Volunteer","Local (includes career  combination  and volunteer)","https://www.indialantic.com/","1","7","11","0","0","0","Yes"
"19102","Indian Harbour Beach Volunteer Fire Department","1116 Pinetree DR","","Indian Harbour Beach","FL","32937","2055 South Patrick DR","","","Indian Harbour Beach","FL","32937-4447","321-773-4750","321-773-5080","BREVARD                  ","Volunteer","Local (includes career  combination  and volunteer)","https://www.ihbvfd56.com/","1","0","32","0","0","0","Yes"
"32042","Indian River County Fire Rescue","4225 43RD AVE","","Vero Beach","FL","32967-1671","4225 43RD AVE","","","Vero Beach","FL","32967-1671","772-562-2028","772-770-5121","INDIAN RIVER             ","Mostly Career","Local (includes career  combination  and volunteer)","https://www.irces.com/Fire_Division/Index.htm","12","240","35","0","7","3","Yes"
"32012","Indian River Shores Public Safety - Fire Services","6001 A1A","","Indian River Shores","FL","32963","6001 A1A","","","Indian River Shores","FL","32963-1014","772-231-2451","772-231-2444","INDIAN RIVER             ","Career","Local (includes career  combination  and volunteer)","https://www.irspsd.org","1","20","0","0","3","0",""
"39011","Inglis Fire Rescue","135 Highway 40 W","PO Box 1105","Inglis","FL","34449","","","PO Box 1105","Inglis","FL","34449-1105","352-447-2988","352-447-5883","LEVY                     ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","13","0","0","2","No"
"09131","Innerarity Point Volunteer Fire Department","14250 Innerarity Point RD","","Pensacola","FL","32507","14250 Innerarity Point RD","","","Pensacola","FL","32507","(850) 492-0544","","ESCAMBIA                 ","Volunteer","Local (includes career  combination  and volunteer)","https://www.ipvfd.com","2","0","30","0","0","0",""
"22081","Interlachen Fire Department","202 Commonwealth AVE","","Interlachen","FL","32148","","","PO Box 125","Interlachen","FL","32148-0125","386-684-2413","386-684-3660","PUTNAM                   ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","18","0","0","6","Yes"
"22061","Interlachen Lakes Estates Unit 16-17 Volunteer Fire Department","217 Kennedy AVE","PO Box 606","Interlachen","FL","32148","","","PO Box 606","Interlachen","FL","32148-0606","386-684-2890","386-684-2033","PUTNAM                   ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","34","0","0","72","Yes"
"18142","Iona McGregor Fire Protection & Rescue Service District","6061 S Pointe BLVD","","Fort Myers","FL","33919","6061 S Pointe BLVD","","","Fort Myers","FL","33919-4899","239-433-0660","239-425-9302","LEE                      ","Career","Local (includes career  combination  and volunteer)","https://www.ionafire.com/","5","94","0","0","15","0","No"
"38041","Islamorada Fire Rescue","86800 Overseas HWY","","Islamorada","FL","33036","86800 Overseas HWY","","","Islamorada","FL","33036-3162","305-664-6490","305-852-5195","MONROE                   ","Mostly Career","Local (includes career  combination  and volunteer)","https://www.islamorada.fl.us/Fire_Rescue.asp","3","24","15","6","1","10","Yes"
"64041","Isles of Capri Fire & Rescue","175 Capri BLVD","","Naples","FL","34113-8678","175 Capri BLVD","","","Naples","FL","34113-8678","239-394-8770","239-394-5862","COLLIER                  ","Mostly Career","Local (includes career  combination  and volunteer)","https://www.colliergov.net/","1","9","4","0","1","0","Yes"
"25042","Jackson County Fire Rescue","2819 Panhandle RD","","Marianna","FL","32446-6355","2819 Panhandle RD","","","Marianna","FL","32446-6355","850-718-0000","850-718-0048","JACKSON                  ","Career","Local (includes career  combination  and volunteer)","https://www.jacksoncountyfl.net/","4","38","0","0","2","0","Yes"
"02052","Jacksonville Beach Fire Department","325 2ND AVE S","","Jacksonville Beach","FL","32250-5413","325 2ND AVE S","","","Jacksonville Beach","FL","32250-5413","904-247-6201","904-247-6155","DUVAL                    ","Mostly Career","Local (includes career  combination  and volunteer)","","2","30","3","0","1","0","Yes"
"02072","Jacksonville Fire and Rescue","515 N Julia ST","","Jacksonville","FL","32202","515 N Julia ST","","","Jacksonville","FL","32202-4128","904-630-7868","904-630-0478","DUVAL                    ","Mostly Career","Local (includes career  combination  and volunteer)","https://www.coj.net/Departments/Fire and Rescue/default.htm","51","1268","45","0","71","0","Yes"
"02201","Jacksonville Naval Air Station","PO Box 133","","Jacksonville","FL","32212","","","PO Box 133","Jacksonville","FL","32068-0133","(904) 542-2451","(904) 542-3659","DUVAL                    ","Career","Federal government (Department of Defense)","","4","80","0","0","7","0",""
"05041","Jan-Phyl Volunteer Fire Department  Inc.","333 American Spirit RD","","Winter Haven","FL","33880","","","PO Box 567","Eagle Lake","FL","33839-0567","863-521-8743","","POLK                     ","Volunteer","Contract fire department","https://www.janphylvfd.com/","1","0","7","0","0","3","No"
"56012","Jasper Fire Rescue Department","210 Hatley ST W","","Jasper","FL","32052-8707","208 Hatley ST W","","","Jasper","FL","32052-8707","386-792-2211","386-792-0541","HAMILTON                 ","Mostly Volunteer","Local (includes career  combination  and volunteer)","","1","2","14","0","0","0","No"
"46022","Jefferson County Fire Rescue","1456 S Jefferson ST","","Monticello","FL","32344","1456 S Jefferson ST","","","Monticello","FL","32344","850-342-0178","850-342-0181","JEFFERSON                ","Mostly Volunteer","Local (includes career  combination  and volunteer)","","5","18","28","0","1","15","No"
"42012","Jupiter Island Public Safety Department - Fire Rescue","103 Bunker Hill RD","PO Box 7","Hobe Sound","FL","33475-0007","103 Bunker Hill RD","","","Hobe Sound","FL","33475-2316","(772) 546-5014","(772) 546-1960","MARTIN                   ","Career","Local (includes career  combination  and volunteer)","","1","17","0","0","0","0",""
"19022","Kennedy Space Center Fire Rescue","BLDG J6-2465","M/C CS3-322","Kennedy Space Center","FL","32899","BLDG J6-2465","M/C  CS3-322","","Kennedy Space Center","FL","32899","321-861-2699","321-861-2520","BREVARD                  ","Career","Contract fire department","","3","93","0","0","7","0","Yes"
"01112","Key Biscayne Fire Rescue","560 Crandon Blvd","","Key Biscayne","FL","33149","560 Crandon Blvd","","","Key Biscayne","FL","33149","305-365-8989","","MIAMI-DADE               ","Career","Local (includes career  combination  and volunteer)","","1","38","0","0","1","0",""
"38061","Key Largo Volunteer Fire-Rescue Department","1 East Drive","","Key Largo","FL","33037","","","PO Box 373002","Key Largo","FL","33037","305-451-2700","(305) 451-9560","MONROE                   ","Volunteer","Local (includes career  combination  and volunteer)","www.keylargofire.com","2","0","45","0","1","15",""
"38012","Key West Fire Department","1600 N Roosevelt BLVD","","Key West","FL","33040","","","PO Box 1409","Key West","FL","33041-1409","305-809-3939","305-293-8399","MONROE                   ","Career","Local (includes career  combination  and volunteer)","https://www.keywestcity.com/department/index.php?structureid=12","3","71","0","0","2","0","Yes"
"48031","Keystone Heights Volunteer Fire Department","120 Flamingo ST","","Keystone Heights","FL","32656","","","PO Box 576","Keystone Heights","FL","32656-0576","352-473-3630","352-473-5625","CLAY                     ","Volunteer","Local (includes career  combination  and volunteer)","https://khvfd.com/wordpress/","1","0","35","0","0","10","No"
"26012","Kissimmee Fire Department","200 W Dakin AVE","","Kissimmee","FL","34741-5065","200 W Dakin AVE","","","Kissimmee","FL","34741-5065","(407) 518-2222","(407) 933-8604","OSCEOLA                  ","Career","Local (includes career  combination  and volunteer)","https://www.kissimmee.org","4","87","0","0","6","0",""
"11031","LaCrosse Fire-Rescue Department","20421 N State RD 121","","LaCrosse","FL","32658","","","PO Box J","LaCrosse","FL","32658-0009","(386) 462-1544","(386) 462-1491","ALACHUA                  ","Mostly Volunteer","Local (includes career  combination  and volunteer)","","1","3","20","0","0","3",""
"05052","Lake Alfred Fire Department","185 E Pomelo ST","","Lake Alfred","FL","33850-2135","185 E Pomelo ST","","","Lake Alfred","FL","33850-2135","(863) 291-5202","(863) 968-5017","POLK                     ","Mostly Volunteer","Local (includes career  combination  and volunteer)","","1","5","17","0","0","0",""
"63011","Lake Butler Volunteer Fire/Rescue","200 SW 1ST ST","","Lake Butler","FL","32054","200 SW 1ST ST","","","Lake Butler","FL","32054-2016","386-496-3401","386-496-1588","UNION                    ","Volunteer","Local (includes career  combination  and volunteer)","https://www.lakebutlervfr.com/","1","0","26","0","0","0","No"
"12251","Lake County Fire Rescue","315 W Main ST   STE 411","","Tavares","FL","32778","","","PO Box PO Box 7800","Tavares","FL","32778-7800","352-343-9458","352-343-9516","LAKE                     ","Career","Local (includes career  combination  and volunteer)","https://www.lakegovernment.com/departments/public_safety/fire_rescue/","24","196","0","0","7","0","No"
"05121","Lake Hamilton Volunteer Fire Department","75 Broadway","PO Box 195","Lake Hamilton","FL","33851","","","PO Box 195","Lake Hamilton","FL","33851-0195","(863) 439-0048","","POLK                     ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","20","0","0","0",""
"13041","Lake Jackson Fire Rescue","5329 Tower RD","","Tallahassee","FL","32303","5329 Tower RD","","","Tallahassee","FL","32303","(850) 562-4441","(850) 514-2329","LEON                     ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","15","0","0","5",""
"17011","Lake Mary Fire Department","911 Wallace CT","","Lake Mary","FL","32746","","","PO Box 958445","Lake Mary","FL","32795-8445","407-585-1480","407-585-1487","SEMINOLE                 ","Career","Local (includes career  combination  and volunteer)","https://www.lakemaryfl.com/","2","40","0","0","5","0","Yes"
"27032","Lake Placid Volunteer Fire Department","12 W Interlake BLVD","","Lake Placid","FL","33852","","","PO Box 195","Lake Placid","FL","33862-0195","863-699-3753","863-699-3754","HIGHLANDS                ","Volunteer","Local (includes career  combination  and volunteer)","https://www.lakeplacidfire.com/","1","0","18","0","0","5","No"
"13061","Lake Talquin Volunteer Fire Department","16500 Blountstown HWY","","Tallahassee","FL","32310","16500 Blountstown HWY","","","Tallahassee","FL","32310","(850) 575-0297","(850) 575-1802","LEON                     ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","15","0","0","5",""
"STA25","Lake Troppincan Volunteer Fire Department","17700 SW 36 LOOP","","Dunnellon","FL","34432","3230 SE Maricamp RD","","","Ocala","FL","34471","352-694-6667","352-694-5981","MARION                   ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","18","0","0","0",""
"05082","Lake Wales Fire Department","253 W Central AVE","","Lake Wales","FL","33853","","","PO Box 1320","Lake Wales","FL","33859-1320","863-678-4203","863-678-4079","POLK                     ","Career","Local (includes career  combination  and volunteer)","https://www.cityoflakewales.com/lwfd/","2","27","0","0","0","0","Yes"
"06072","Lake Worth Fire & Rescue","1020 Lucerne AVE","","Lake Worth","FL","33460","1020 Lucerne AVE","","","Lake Worth","FL","33460","(561) 586-1711","(561) 586-1777","PALM BEACH               ","Career","Local (includes career  combination  and volunteer)","","2","57","0","0","3","4",""
"05032","Lakeland Fire Department","701 E Main ST","","Lakeland","FL","33801-5038","701 E Main ST","","","Lakeland","FL","33801-5038","863-834-8200","863-834-8295","POLK                     ","Career","Local (includes career  combination  and volunteer)","https://www.lakelandgov.net/lfd/Home.aspx","7","164","0","0","6","0","Yes"
"28021","Land O'Lakes Volunteer Fire Department","21709 Hale RD","PO Box 95","Land O'Lakes","FL","34639","","","PO Box 95","Land O'Lakes","FL","34639-0095","(813) 996-2610","(813) 996-0400","PASCO                    ","Volunteer","Local (includes career  combination  and volunteer)","https://www.centralpasco28.com/","1","0","40","0","0","6",""
"10142","Lauderdale Lakes Fire & Rescue","3461 NW 43rd AVE","","Lauderdale Lakes","FL","33319-5599","3461 NW 43rd AVE","","","Lauderdale Lakes","FL","33319-5599","(954) 535-2770","(954) 714-9035","BROWARD                  ","Career","Local (includes career  combination  and volunteer)","https://www.lauderdalelakes.org","1","51","0","0","1","0",""
"10111","Lauderdale-By-The-Sea Fire Department","4513 N Ocean DR","","Lauderdale By The Sea","FL","33308-3610","4513 N Ocean DR","","","Lauderdale By The Sea","FL","33308-3610","954-640-4252","","BROWARD                  ","Volunteer","Local (includes career  combination  and volunteer)","https://www.lbtsfire.com/","1","0","0","60","0","0","Yes"
"43041","Laurel Hill Volunteer Fire Department","8209 Highway 85 N","","Laurel Hill","FL","32567","","","PO Box 158","Laurel Hill","FL","32567-0158","850-652-4441","850-652-4496","OKALOOSA                 ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","6","0","0","3","Yes"
"45061","Lawtey Volunteer Fire/Rescue","2793 Lake ST","","Lawtey","FL","32058-3825","","","PO Box G","Lawtey","FL","32058-0709","904-782-3454","904-782-3927","BRADFORD                 ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","12","0","0","0",""
"04052","Lealman Special Fire Control District","4360 55TH AVE N","","Saint Petersburg","FL","33714","4360 55TH AVE N","","","Saint Petersburg","FL","33714-1632","727-526-5650","727-525-9657","PINELLAS                 ","Career","State government","https://www.lealmanfire.com/","3","60","0","0","4","0","Yes"
"35011","Lee Community Volunteer Fire Department  Inc.","317 NE CR 255","","Lee","FL","32059-0000","317 NE CR 255","","","Lee","FL","32059-0000","(850) 971-4444","","MADISON                  ","Volunteer","Local (includes career  combination  and volunteer)","","2","0","37","0","0","5",""
"18072","Lee Country Port Authority / ARFF","17211 Perimeter RD STE 8671","","Fort Myers","FL","33913-8213","11000 Terminal Access RD STE 8671","","","Fort Myers","FL","33913-8213","239-590-4566","239-768-4482","LEE                      ","Career","Transportation authority or airport fire department","","2","40","0","0","3","0","No"
"12022","Leesburg Fire Department","201 S Canal ST","","Leesburg","FL","34748-5901","201 S Canal ST","","","Leesburg","FL","34748-5901","352-728-9780","352-728-9784","LAKE                     ","Career","Local (includes career  combination  and volunteer)","https://leesburgflorida.gov/index.aspx?page=53","4","46","0","0","1","0","Yes"
"18052","Lehigh Acres Fire Control & Rescue District","636 Thomas Sherwin AVE S","","Lehigh Acres","FL","33974-0555","636 Thomas Sherwin AVE S","","","Lehigh Acres","FL","33974-0555","239-303-5300","239-369-2436","LEE                      ","Career","Local (includes career  combination  and volunteer)","https://www.lehighfd.com/","5","116","0","0","4","0","No"
"36101","Liberty Fire District","3910 Kings Lake RD","","DeFuniak Springs","FL","32433","3910 Kings Lake RD","","","DeFuniak Springs","FL","32433-7006","850-892-5833","850-892-0166","WALTON                   ","Volunteer","Contract fire department","","1","0","35","0","0","0","Yes"
"10252","Lighthouse Point Fire Department","3740 NE 22ND AVE","","Lighthouse Point","FL","33064","3740 NE 22ND AVE","","","Lighthouse Point","FL","33064-3928","954-941-2624","954-784-3400","BROWARD                  ","Career","Local (includes career  combination  and volunteer)","https://www.lighthousepoint.com/dep4.cfm","1","26","0","0","1","0","No"
"53091","Little Gasparilla Island Fire and Rescue","9540 Jolly Rodger TRL","","Placida","FL","33946","","","PO Box 854","Placida","FL","33946","(941) 698-9632","","CHARLOTTE                ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","14","0","0","6",""
"31022","Live Oak Fire Department","200 E Duval ST","","Live Oak","FL","32064","200 E Duval ST","","","Live Oak","FL","32064","(386) 362-1313","(386) 362-1668","SUWANNEE                 ","Mostly Career","Local (includes career  combination  and volunteer)","","1","13","12","0","0","5",""
"46011","Lloyd Volunter Fire Rescue","8747 Old Lloyd RD","","Lloyd","FL","32337","","","PO Box 201","Lloyd","FL","32337-0201","850-345-0425","","JEFFERSON                ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","4","0","0","4","No"
"15012","Longboat Key Fire Rescue","5490 Gulf of Mexico DR","","Longboat Key","FL","34228","5490 Gulf of Mexico DR","","","Longboat Key","FL","34228-1902","941-316-1944","941-316-1946","MANATEE                  ","Career","Local (includes career  combination  and volunteer)","https://www.longboatkey.org/","2","35","0","0","2","1","Yes"
"17072","Longwood Fire Rescue","840 Orange AVE","","Longwood","FL","32750-4461","840 Orange AVE","","","Longwood","FL","32750-4461","407-260-3490","407-260-3491","SEMINOLE                 ","Career","Local (includes career  combination  and volunteer)","https://www.longwoodfl.org/","2","44","0","0","2","0","Yes"
"27101","Lorida Fire District","PO Box 68","","Lorida","FL","33857-0068","","PO Box 68","","Lorida","FL","33857-0068","(863) 655-0122","(863) 655-1172","HIGHLANDS                ","Volunteer","Local (includes career  combination  and volunteer)","","4","0","27","0","0","12",""
"03061","Lutz Volunteer Fire Association","129 Lutz Lake Fern RD","","Lutz","FL","33548","129 Lutz Lake Fern RD","","","Lutz","FL","33548-7222","813-949-2463","813-264-3838","HILLSBOROUGH             ","Mostly Volunteer","Local (includes career  combination  and volunteer)","","1","3","32","0","0","0",""
"23022","Lynn Haven Fire & Emergency Services","1412 Pennsylvania AVE","","Lynn Haven","FL","32444-3830","1412 Pennsylvania AVE","","","Lynn Haven","FL","32444-3830","850-265-4111","850-265-7336","BAY                      ","Career","Local (includes career  combination  and volunteer)","https://www.cityoflynnhaven.com/","2","21","0","0","1","0","Yes"
"52011","Macclenny Fire / Rescue","118 E Macclenny AVE","","Macclenny","FL","32063-2120","118 E Macclenny AVE","","","Macclenny","FL","32063-2120","904-259-3331","904-259-8421","BAKER                    ","Mostly Volunteer","Local (includes career  combination  and volunteer)","https://www.cityofmacclenny.com/","2","8","0","20","0","6","Yes"
"F5006","MacDill Air Force Base Fire Department","3411 Firehouse LN","","Tampa","FL","33621","7621 Hillsborough Loop DR","","","Tampa","FL","33621-5207","813-828-3630","813-828-3226","HILLSBOROUGH             ","Career","Federal government (Department of Defense)","","2","63","0","0","6","0","Yes"
"04082","Madeira Beach Fire Department","300 Municipal DR","","Madeira Beach","FL","33708-1916","300 Municipal DR","","","Madeira Beach","FL","33708-1916","(727) 391-3400","(727) 399-9238","PINELLAS                 ","Mostly Career","Local (includes career  combination  and volunteer)","https://www.madeirabeachfl.gov/fire-department","1","13","12","0","0","6",""
"35022","Madison Fire Rescue","253 SW Horry AVE","","Madison","FL","32340-2305","253 SW Horry AVE","","","Madison","FL","32340-2305","850-973-5075","850-973-5400","MADISON                  ","Mostly Career","Local (includes career  combination  and volunteer)","","1","9","6","0","0","3","No"
"07182","Maitland Fire Department","1776 Independence LN","","Maitland","FL","32751-5639","1776 Independence LN","","","Maitland","FL","32751-5639","407-539-6229","407-599-0858","ORANGE                   ","Career","Local (includes career  combination  and volunteer)","https://www.itsmymaitland.com/","2","44","0","0","2","0","Yes"
"19111","Malabar Fire Department","1840 Malabar RD","","Malabar","FL","32950","1840 Malabar RD","","","Malabar","FL","32950-3339","321-725-1030","321-725-1079","BREVARD                  ","Mostly Volunteer","Local (includes career  combination  and volunteer)","","1","4","40","0","1","5","Yes"
"38071","Marathon Fire Rescue","8900 Overseas HWY","","Marathon","FL","33050-3227","8900 Overseas HWY","","","Marathon","FL","33050-3227","305-743-5266","305-289-9834","MONROE                   ","Mostly Career","Local (includes career  combination  and volunteer)","","2","26","4","0","1","0","Yes"
"10092","Margate Fire Rescue","1811 Banks RD","","Margate","FL","33063-7702","1811 Banks RD","","","Margate","FL","33063-7702","954-971-7010","954-971-4561","BROWARD                  ","Career","Local (includes career  combination  and volunteer)","https://www.margatefl.com/government/fire.html","5","109","0","0","2","0","Yes"
"14162","Marion County Fire Rescue","3230 SE Maricamp RD","","Ocala","FL","34471","2631 SE 3RD ST","","","Ocala","FL","34471-9101","(352) 694-6667","352-694-5981","MARION                   ","Mostly Career","Local (includes career  combination  and volunteer)","https://www.marioncountyfl.org/departments-agencies/department-a-z/fire-rescue","27","255","187","0","41","0",""
"42032","Martin County Fire Rescue","800 SE Monterey RD","","Stuart","FL","34994-4507","800 SE Monterey RD","","","Stuart","FL","34994-4507","772-288-5710","772-221-1457","MARTIN                   ","Career","Local (includes career  combination  and volunteer)","https://ap3server.martin.fl.us:7778/portal/page?_pageid=350 522035&_dad=portal&_schema=PORTAL","15","297","0","0","53","0","Yes"
"43052","Mary Esther Fire Department","195 N Christobal RD","","Mary Esther","FL","32569-1911","195 N Christobal RD","","","Mary Esther","FL","32569-1911","850-243-5632","850-243-0736","OKALOOSA                 ","Mostly Volunteer","Local (includes career  combination  and volunteer)","","1","11","11","0","0","0","Yes"
"12131","Mascotte Fire/Rescue","529 E Myers BLVD","","Mascotte","FL","34753-9766","100 E Myers BLVD","","","Mascotte","FL","34753-9766","352-429-4766","352-429-0713","LAKE                     ","Mostly Volunteer","Local (includes career  combination  and volunteer)","https://www.cityofmascotte.com/","1","7","10","0","0","2","Yes"
"62011","Mayo Volunteer Fire Department","W 27 on Main ST","","Mayo","FL","32066","","","PO Box 1623","Mayo","FL","32066","386-294-3989","","LAFAYETTE                ","Volunteer","Local (includes career  combination  and volunteer)","","4","0","22","0","0","0",""
"31041","McAlpin Volunteer Fire Department","9915 170TH TER","","McAlpin","FL","32062-0087","","","PO Box 87","McAlpin","FL","32062-0087","386-362-7359","","SUWANNEE                 ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","15","0","0","4",""
"09171","McDavid Volunteer Fire Department","100 N Century BLVD","","Mc David","FL","32568-2801","100 N Century BLVD","","","Mc David","FL","32568-2801","(850) 256-5750","(850) 256-5702","ESCAMBIA                 ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","18","0","0","0",""
"65061","Medart Volunteer Fire Department","48 Medart VFD LN","","Crawfordville","FL","32327","48 Medart VFD LN","","","Crawfordville","FL","32327-4522","850-926-8171","850-926-8171","WAKULLA                  ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","12","0","0","3","No"
"19072","Melbourne Fire Department","865 W Eau Gallie BLVD","","Melbourne","FL","32935-5856","865 W Eau Gallie BLVD","","","Melbourne","FL","32935-5856","321-608-6000","321-608-6050","BREVARD                  ","Career","Local (includes career  combination  and volunteer)","https://www.melbourneflorida.org/","8","132","0","0","33","0","No"
"11022","Melrose Volunteer Fire Department  Inc.","301 Cypress ST","","Melrose","FL","32666","301 Cypress ST","","PO Box 646","Melrose","FL","32666","(352) 475-2005","(352) 475-2408","PUTNAM                   ","Volunteer","Local (includes career  combination  and volunteer)","","2","0","18","0","0","0",""
"19121","Merritt Island Volunteer Fire Department","300 Alma BLVD","PO Box 540263","Merritt Island","FL","32953","","","PO Box 540263","Merritt Island","FL","32954-0263","(321) 453-0457","","BREVARD                  ","Volunteer","We suppliment Brevard County F","","1","0","20","0","0","5",""
"23101","Mexico Beach Department of Public Safety - Volunteer Fire Department","118 N 14th ST","PO Box 13425","Mexico Beach","FL","32410-3425","","","PO Box 13425","Mexico Beach","FL","32410-3425","(850) 648-4790","(850) 648-4579","BAY                      ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","12","0","1","0",""
"01012","Miami Beach Fire Department","2300 Pine Tree DR","","Miami Beach","FL","33140-4674","2300 Pine Tree DR","","","Miami Beach","FL","33140-4674","305-673-7120","305-673-7881","MIAMI-DADE               ","Career","Local (includes career  combination  and volunteer)","","4","200","0","0","19","0","No"
"01042","Miami Fire-Rescue","1151 NW 7TH ST","3RD FL","Miami","FL","33136","","","PO Box 330708","Miami","FL","33233-0708","305-416-5401","305-416-5431","MIAMI-DADE               ","Career","Local (includes career  combination  and volunteer)","https://www.miamigov.com/Fire/pages/default.asp","14","699","0","0","72","0","Yes"
"01032","Miami-Dade Fire Rescue Department","9300 NW 41ST ST","","Doral","FL","33178","9300 NW 41ST ST","","","Doral","FL","33178-2312","786-331-5000","786-331-5002","MIAMI-DADE               ","Career","Local (includes career  combination  and volunteer)","https://www.miamidade.gov/MDFR/","65","2070","0","0","549","0","No"
"11082","Micanopy Fire Department Inc.","704 NE Cholokka BLVD","PO Box 409","Micanopy","FL","32667","704 NE Cholokka BLVD","PO Box 409","","Micanopy","FL","32667","(352) 466-3741","(352) 466-7058","ALACHUA                  ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","3","12","0","3",""
"21081","Midway Fire Department","50 Martin Luther King BLVD","","Midway","FL","32343","","","PO Box 438","Midway","FL","32343-0438","850-574-7776","850-574-0633","GADSDEN                  ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","0","28","0","4","Yes"
"33101","Midway Fire District","1322 College PKWY","","Gulf Breeze","FL","32563","1322 College PKWY","","","Gulf Breeze","FL","32563-2780","850-932-4771","850-934-1333","SANTA ROSA               ","Mostly Career","State government","https://www.midwayfire.com/","2","26","1","0","0","0","No"
"12082","Minneola Fire Rescue Department","800 N US Highway 27","","Minneola","FL","34715-6821","800 N US Highway 27","","","Minneola","FL","34715-6821","352-394-4664","352-394-8711","LAKE                     ","Career","Local (includes career  combination  and volunteer)","https://www.minneola.us/","1","13","0","0","0","0","No"
"10232","Miramar Fire & Rescue","14801 SW 27 ST","","Miramar","FL","33027-4100","14801 SW 27 ST","","","Miramar","FL","33027-4100","954-438-1278","954-430-5313","BROWARD                  ","Career","Local (includes career  combination  and volunteer)","https://www.ci.miramar.fl.us/fire/fire_chief.htm","4","133","0","0","16","0",""
"38000","Monroe County Fire Rescue","490 63RD ST Ocean E","","Marathon","FL","33050-4720","490 63RD ST Ocean E","","","Marathon","FL","33050-4720","305-289-6004","305-289-6013","MONROE                   ","Mostly Volunteer","Local (includes career  combination  and volunteer)","https://www.monroecountyem.com/index.aspx?NID=142","8","74","52","56","8","21","Yes"
"46012","Monticello Volunteer Fire Department","1200 N Jefferson ST","","Monticello","FL","32344","1200 N Jefferson ST","","","Monticello","FL","32344","850-342-0153","850-997-2217","JEFFERSON                ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","22","0","0","3","No"
"49041","Montura-Flaghole Volunteer Fire Department","465 Del Jur AVE","PO Box 1481","Clewiston","FL","33440","","","PO Box 1481","Clewiston","FL","33440-1481","(863) 983-1490","(863) 983-9693","HENDRY                   ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","0","21","0","0",""
"12071","Montverde Fire Department","17105 Porter AVE","","Montverde","FL","34756","17105 Porter AVE","","","Montverde","FL","34756","407-469-2681","","LAKE                     ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","4","12","0","2",""
"39051","Morriston Montbrook Volunteer Fire Department  Inc.","19750 SE 32rd PL","","Morriston","FL","32668-0002","","","PO Box 2","Morriston","FL","32668-0002","352-528-4447","352-528-4447","LEVY                     ","Volunteer","Local (includes career  combination  and volunteer)","","2","0","15","0","0","8",""
"36061","Mossy Head/Oakwood Hills Volunteer Fire Department","1235 County Hwy 1087","Box","Mossy Head","FL","32434","","","PO Box 1257","Mossy Head","FL","32434-1257","850-892-2466","850-892-4732","WALTON                   ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","20","0","0","0",""
"58061","Mossy Pond Volunteer Fire Department","7128 NW Porter Grade RD","","Altha","FL","32421","7128 NW Porter Grade RD","","","Altha","FL","32421-3919","850-762-2217","850-762-2217","CALHOUN                  ","Volunteer","Local (includes career  combination  and volunteer)","","1","0","15","0","0","3","Yes"
"12081","Mount Dora Fire Department","1300 N Donnelly ST","","Mount Dora","FL","32757-2812","1300 N Donnelly ST","","","Mount Dora","FL","32757-2812","352-735-7140","352-383-0881","LAKE                     ","Career","Local (includes career  combination  and volunteer)","","2","21","0","0","4","0","Yes"
"05141","Mulberry Fire Department","109 NW Ninth ST","PO Box 707","Mulberry","FL","33860","109 NW 9TH ST","","PO Box 707","Mulberry","FL","33860-2023","(863) 425-2912","(863) 425-1694","POLK                     ","Mostly Career","Local (includes career  combination  and volunteer)","https://www.mulberryfire.com/","1","10","1","1","0","0",""
"33051","Munson Volunteer Fire and Rescue","11688 Munson HWY","","Milton","FL","32570","11688 Munson HWY","","","Milton","FL","32570","850-957-4983","850-957-9210","SANTA ROSA               ","Volunteer","Local (includes career  combination  and volunteer)","","3","0","23","0","0","9",""
